session_id,subsession_id,start_time,end_time,license_category,num_drivers,event_average_lap,event_best_lap_time,event_laps_complete,cust_id,starting_position,finish_position,starting_position_in_class,finish_position_in_class,laps_complete,laps_led,incidents,car_class_name,car_name,track_id,track_name,track_config,official_session,season_year,season_quarter,event_type_name,series_name,race_week_num,event_strength_of_field,champ_points,positions_gained,incident_rate
306313254,84956736,2026-04-12 22:30:00+00:00,2026-04-12 22:56:08+00:00,Sports Car,12,620593,608231,12,1453634,2,9,2,9,7,0,13,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,353,Lime Rock Park,Grand Prix,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,3,1282,13,-7,1.8571428571428572
306315466,84957344,2026-04-12 23:00:00+00:00,2026-04-12 23:24:59+00:00,Sports Car,12,625206,604178,12,1453634,10,10,10,10,10,0,8,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,353,Lime Rock Park,Grand Prix,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,3,1194,6,0,0.8
306317641,84957963,2026-04-12 23:30:00+00:00,2026-04-12 23:55:12+00:00,Sports Car,12,621351,606306,12,1453634,11,4,11,4,12,0,0,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,353,Lime Rock Park,Grand Prix,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,3,1131,43,7,0.0
306319878,84958652,2026-04-13 00:00:00+00:00,2026-04-13 00:26:54+00:00,Sports Car,11,614071,603030,12,1453634,10,8,10,8,6,0,9,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,353,Lime Rock Park,Grand Prix,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,3,1138,18,2,1.5
306322081,84959247,2026-04-13 00:30:00+00:00,2026-04-13 00:53:44+00:00,Sports Car,12,609850,599372,12,1453634,11,5,11,5,12,0,8,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,353,Lime Rock Park,Grand Prix,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,3,1115,36,6,0.6666666666666666
306324357,84959971,2026-04-13 01:00:00+00:00,2026-04-13 01:26:12+00:00,Sports Car,12,621337,607466,12,1453634,10,9,10,9,5,0,17,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,353,Lime Rock Park,Grand Prix,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,3,1137,12,1,3.4
306326612,84960542,2026-04-13 01:30:00+00:00,2026-04-13 01:55:11+00:00,Sports Car,12,627782,608132,12,1453634,7,9,7,9,10,0,13,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,353,Lime Rock Park,Grand Prix,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,3,1070,11,-2,1.3
306328906,84961162,2026-04-13 02:00:00+00:00,2026-04-13 02:25:20+00:00,Sports Car,12,623044,607191,12,1453634,4,9,4,9,10,0,8,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,353,Lime Rock Park,Grand Prix,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,3,962,10,-5,0.8
306331099,84961695,2026-04-13 02:30:00+00:00,2026-04-13 02:56:26+00:00,Sports Car,12,637429,600644,12,1453634,11,7,11,7,9,0,15,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,353,Lime Rock Park,Grand Prix,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,3,988,21,4,1.6666666666666667
306333328,84962236,2026-04-13 03:00:00+00:00,2026-04-13 03:26:59+00:00,Sports Car,12,634528,608450,12,1453634,6,5,6,5,11,8,2,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,353,Lime Rock Park,Grand Prix,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,3,920,30,1,0.18181818181818182
306423965,84983235,2026-04-14 00:00:00+00:00,2026-04-14 00:26:36+00:00,Sports Car,11,1095982,1060255,7,1453634,7,5,7,5,7,0,5,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,954,28,2,0.7142857142857143
306426697,84984041,2026-04-14 00:30:00+00:00,2026-04-14 00:59:37+00:00,Sports Car,12,1089704,1057234,7,1453634,4,6,4,6,7,0,4,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1008,27,-2,0.5714285714285714
306506260,85001646,2026-04-14 18:30:00+00:00,2026-04-14 19:00:43+00:00,Sports Car,10,1110395,1074313,7,1453634,8,5,8,5,6,0,5,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,975,29,3,0.8333333333333334
306508547,85002288,2026-04-14 19:00:00+00:00,2026-04-14 19:30:47+00:00,Sports Car,9,1107306,1070735,7,1453634,5,5,5,5,7,0,10,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,921,30,0,1.4285714285714286
306511986,85003117,2026-04-14 19:45:00+00:00,2026-04-14 20:14:26+00:00,Sports Car,12,1047002,1016158,7,1453634,7,10,7,10,1,0,6,BMW M2 CS Racing,BMW M2 CS Racing,166,Okayama International Circuit,Full Course,True,2026,2,Race,BMW M2 Cup by Nitro Concepts,4,903,4,-3,6.0
306519553,85004909,2026-04-14 21:30:00+00:00,2026-04-14 22:03:13+00:00,Sports Car,12,1096813,1072931,7,1453634,11,6,11,6,7,0,3,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,906,24,5,0.42857142857142855
306521823,85005520,2026-04-14 22:00:00+00:00,2026-04-14 22:33:26+00:00,Sports Car,11,1076629,1052382,7,1453634,10,5,10,5,7,0,5,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,869,26,5,0.7142857142857143
306528366,85007239,2026-04-14 23:30:00+00:00,2026-04-14 23:58:45+00:00,Sports Car,11,1095959,1067572,7,1453634,4,1,4,1,7,0,3,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,850,45,3,0.42857142857142855
306530726,85007977,2026-04-15 00:00:00+00:00,2026-04-15 00:29:00+00:00,Sports Car,11,1102194,1070441,7,1453634,1,3,1,3,7,0,8,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,976,40,-2,1.1428571428571428
306535269,85009251,2026-04-15 01:00:00+00:00,2026-04-15 01:29:11+00:00,Sports Car,12,1070776,1051492,7,1453634,3,4,3,4,7,0,0,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1018,38,-1,0.0
306537536,85009789,2026-04-15 01:30:00+00:00,2026-04-15 01:56:50+00:00,Sports Car,11,1080694,1066349,7,1453634,9,3,9,3,7,0,1,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1045,43,6,0.14285714285714285
306539898,85010500,2026-04-15 02:00:00+00:00,2026-04-15 02:27:50+00:00,Sports Car,11,1076239,1055024,7,1453634,5,3,5,3,7,0,5,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1077,44,2,0.7142857142857143
306542087,85010977,2026-04-15 02:30:00+00:00,2026-04-15 03:01:45+00:00,Sports Car,10,1093931,1062476,7,1453634,8,3,8,3,7,0,0,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1134,49,5,0.0
306544437,85011630,2026-04-15 03:00:00+00:00,2026-04-15 03:28:35+00:00,Sports Car,12,1075076,1054494,7,1453634,10,3,10,3,7,0,4,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1174,50,7,0.5714285714285714
306595898,85022357,2026-04-15 14:30:00+00:00,2026-04-15 15:00:13+00:00,Sports Car,12,1081089,1058985,7,1453634,9,9,9,9,7,0,7,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1144,12,0,1.0
306598155,85022915,2026-04-15 15:00:00+00:00,2026-04-15 15:26:42+00:00,Sports Car,12,1089026,1059399,7,1453634,10,10,10,10,6,0,4,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1138,6,0,0.6666666666666666
306600238,85023282,2026-04-15 15:30:00+00:00,2026-04-15 16:04:30+00:00,Sports Car,11,1093016,1070652,7,1453634,8,6,8,6,7,0,8,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1048,24,2,1.1428571428571428
306635459,85031932,2026-04-15 23:30:00+00:00,2026-04-15 23:57:29+00:00,Sports Car,11,1093338,1064110,7,1453634,9,8,9,8,7,0,6,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1054,17,1,0.8571428571428571
306637861,85032673,2026-04-16 00:00:00+00:00,2026-04-16 00:20:42+00:00,Oval,11,175744,170837,30,1453634,8,9,8,9,24,0,8,Legends,Legends Ford '34 Coupe,14,South Boston Speedway,N/A,True,2026,2,Race,Rookie Legends Cup by Simshop,4,1270,13,-1,0.3333333333333333
306640012,85033261,2026-04-16 00:30:00+00:00,2026-04-16 00:56:41+00:00,Formula Car,11,819077,788118,9,1453634,6,5,6,5,9,0,0,Formula Vee,Formula Vee,516,Circuito de Navarra,Speed Circuit - Medium,True,2026,2,Race,Formula Vee Series by trophi.ai,4,1262,40,1,0.0
306643554,85034294,2026-04-16 01:15:00+00:00,2026-04-16 01:28:54+00:00,Dirt Road,8,487097,444344,6,1453634,5,5,5,5,6,0,2,VW Beetle Lite,VW Beetle - Lite,582,Winton Motor Raceway,Rallycross,True,2026,2,Race,VW Lite iRX Rookie Series by Trak Racer,4,1332,21,0,0.3333333333333333
306646976,85035224,2026-04-16 02:00:00+00:00,2026-04-16 02:28:43+00:00,Sports Car,10,1087121,1064960,7,1453634,10,10,10,10,0,0,0,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,1065,0,0,
306691739,85044326,2026-04-16 12:15:00+00:00,2026-04-16 12:42:40+00:00,Formula Car,11,688908,663406,11,1453634,7,6,7,6,10,0,13,Ray FF1600,Ray FF1600,516,Circuito de Navarra,Speed Circuit - Medium,True,2026,2,Race,Formula 1600 Rookie Series by Asetek Racing,4,1304,30,1,1.3
306695683,85044982,2026-04-16 13:00:00+00:00,2026-04-16 13:27:52+00:00,Sports Car,10,1077101,1053701,7,1453634,7,9,7,9,4,0,8,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,943,10,-2,2.0
306697782,85045347,2026-04-16 13:30:00+00:00,2026-04-16 13:57:35+00:00,Sports Car,12,1089082,1073847,7,1453634,7,10,7,10,1,0,4,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,808,4,-3,4.0
306806014,85069898,2026-04-17 14:00:00+00:00,2026-04-17 14:27:43+00:00,Sports Car,12,1076992,1059577,7,1453634,10,5,10,5,7,0,6,Mazda MX-5 Cup 2016,Global Mazda MX-5 Cup,166,Okayama International Circuit,Full Course,True,2026,2,Race,Global Mazda MX-5 Cup by Fanatec,4,825,27,5,0.8571428571428571
